relid,release_date,ministry,title,matched_term,term_round,term_channel,term_primary_parent
290066,2026-06-15,Ministry of Electronics & IT,Digital India BHASHINI Division (DIBD) and Government e Marketplace (GeM) Sign MoU to Strengthen Multilingual Access Across India's Public Procurement Ecosystem,Bhashini,1,seed,
290173,2026-06-18,PIB Headquarters,"Vikas Bhi, Virasat Bhi",Bhashini,1,seed,
290292,2026-06-20,PIB Headquarters,23rd Instalment of PM-KISAN,Bhashini,1,seed,
290376,2026-06-22,Ministry of Law & Justice,Central Sector Scheme ‘Designing Innovative Solutions for Holistic Access to Justice’ (DISHA) 2.0 to Strengthen Holistic Access to Justice approved by Union Minister of State (I/C) for Law and Justice Shri Arjun Ram Meghwal,Bhashini,1,seed,
290386,2026-06-22,Ministry of Electronics & IT,Digital India BHASHINI Division (DIBD) and Assam Innovation & Startup Foundation (AISF) Sign MoU to Promote Language Technology and Multilingual Innovation in Assam,Bhashini,1,seed,
290519,2026-06-25,"Ministry of Micro,Small & Medium Enterprises","Vice President of India Shri C. P. Radhakrishnan to Preside Over 'MSME Day 2026- Udyami Bharat' on 27th June 2026 at Dr Ambedkar International Centre, New Delhi",Bhashini,1,seed,
290605,2026-06-29,PIB Headquarters,The Kisan Sarathi Platform,Bhashini,1,seed,
290785,2026-07-02,"Ministry of Personnel, Public Grievances & Pensions","Human Intelligence Must Lead Artificial Intelligence in Governance, Says Dr Jitendra Singh; Calls AI an Essential Tool for Viksit Bharat 2047",Bhashini,1,seed,
290798,2026-07-02,Ministry of Electronics & IT,BHASHINI Showcases Multilingual AI Innovations at NCeG 2026; Launches Rajasthan Language Model Training Hackathon,Bhashini,1,seed,
291127,2026-07-11,Ministry of Electronics & IT,11 Years of Digital India: eSaras Online Market & Melas Strengthening Rural Livelihoods through Digital Commerce,Bhashini,1,seed,
291269,2026-07-15,Ministry of Electronics & IT,Digital India BHASHINI Division (DIBD) and Punjab National Bank (PNB) Sign MoU to Advance Multilingual AI for Inclusive Banking,Bhashini,1,seed,
291489,2026-07-21,Ministry of Electronics & IT,Digital India BHASHINI Division Brings ‘BHASHINI Rajyam’ to Goa to Advance AI-Powered Governance in Konkani and Indian Languages,Bhashini,1,seed,
291529,2026-07-21,AYUSH,“Progress achieved under digital initiative”,Bhashini,1,seed,
291569,2026-07-21,Ministry of Youth Affairs and Sports,MY Bharat Launches National Flag of India Quiz 2026 to Celebrate Har Ghar Tiranga Campaign,Bhashini,1,seed,
291664,2026-07-22,Ministry of Panchayati Raj,DIGITAL TRANSFORMATION OF PANCHAYATI RAJ INSTITUTIONS (PRI),Bhashini,1,seed,
291772,2026-07-23,Ministry of Law & Justice,LEGAL REFORMS,Bhashini,1,seed,
291958,2026-07-27,Ministry of Parliamentary Affairs,33 out of the 37 State/UT Legislatures have signed MoUs for the implementation of the National e-Vidhan Application,Bhashini,1,seed,
291963,2026-07-27,Ministry of Skill Development and Entrepreneurship,Digital Skill Development Platform,Bhashini,1,seed,
292000,2026-07-27,Ministry of Electronics & IT,Digital India BHASHINI Division Conducts Multilingual AI Workshop for Haryana Vidhan Sabha to Advance Language-First Legislative Governance,Bhashini,1,seed,
292171,2026-07-24,AYUSH,Digital Initiatives and AYUSH Grid,Bhashini,1,seed,
292200,2026-07-29,Ministry of Skill Development and Entrepreneurship,Skill India Digital Hub,Bhashini,1,seed,
292224,2026-07-29,Ministry of Electronics & IT,"Digital Public Infrastructure Strengthens Inclusive Governance by Expanding Access to Digital Services, Financial Inclusion and Last-Mile Service Delivery",Bhashini,1,seed,
252819,2024-01-29,Prime Minister's Office,"English rendering of PM’s address during the interaction with students, teachers and parents at “Pariksha Pe Charcha 2024”",Drishti,1,seed,
256112,2024-06-14,Ministry of Defence,DRDO Unveils the Power of AI,Drishti,1,seed,
257684,2024-07-29,AYUSH,MDNIY organises special lecture on Yoga and Ahaar,Drishti,1,seed,
258127,2024-08-05,Ministry of Tourism,"""ADOPT A HERITAGE SCHEME""",Drishti,1,seed,
264550,2024-12-26,Ministry of Defence,YEAR END REVIEW 2024,Drishti,1,seed,
265737,2025-01-03,Ministry of Defence,DRDO’s 67th Foundation Day: Floral tributes paid to former President Dr APJ Abdul Kalam at his bust in DRDO Headquarters,Drishti,1,seed,
266891,2025-02-03,Ministry of Culture,Adopt a Heritage Scheme,Drishti,1,seed,
266912,2025-02-03,Ministry of Science & Technology,"Dedication of India’s First Ferret Research Facility, Launch of GARBHINI-DRISHTI, & Execution of Technology Transfer Agreement between THSTI and Sundyota Numandis Probioceuticals Pvt. Ltd.",Drishti,1,seed,
269731,2025-04-02,Ministry of Science & Technology,NATIONAL MISSION ON INTERDISCIPLINARY-CYBER PHYSICAL SYSTEMS,Drishti,1,seed,
270018,2025-04-07,Ministry of Social Justice & Empowerment,"Inauguration of 'Antar Drishti' Dark Room and Signing of MoU with Amar Seva Sangam at NIEPVD, Dehradun",Drishti,1,seed,
272012,2025-06-19,Ministry of Culture,"Archaeological Survey of India, Chandigarh Circle to Celebrate 11th International Day of Yoga at Iconic Monuments in Punjab and Haryana",Drishti,1,seed,
272279,2025-06-26,Ministry of Shipping,Union Minister Sarbananda Sonowal Launched Key Tech Initiatives to Boost Efficiency & Productivity in Major Maritime Digital Push,Drishti,1,seed,
273672,2025-07-30,Ministry of Science & Technology,PARLIAMENT QUESTION: SCIENCE AND TECHNOLOGY PARKS AND INNOVATION CENTRES,Drishti,1,seed,
275922,2025-09-13,AYUSH,Kerala to Host Two-Day National Ayush Mission Workshop on “IT Solutions in the Ayush Sector” from September 18–19,Drishti,1,seed,
276152,2025-09-18,AYUSH,"State Minister Kerala, Smt. Veena George Inaugurates National Ayush Mission Workshop on ‘IT Solutions in the Ayush’ Sector in Kerala",Drishti,1,seed,
276970,2025-10-03,"Ministry of Consumer Affairs, Food & Public Distribution",Central Consumer Protection Authority (CCPA) fines Drishti IAS ?5 lakh for misleading UPSC 2022 result ads,Drishti,1,seed,
279138,2025-11-22,Ministry of Defence,"Op Drishti: Over 2,000 people screened & 400 surgeries performed during a first-of-its-kind advanced surgical eye camp at Command Hospital, Northern Command, J&K",Drishti,1,seed,
279489,2025-11-29,Ministry of Science & Technology,"At Bengaluru, Dr Jitendra Singh launches first indigenous Pilot trainer Aircraft 'Hansa-3 NG"", reviews plan for 19-seater Aircraft",Drishti,1,seed,
280363,2025-12-10,Ministry of Science & Technology,PARLIAMENT QUESTION: INITIATIVES TO HELP TECHNOLOGY STARTUPS REACH UNICORN,Drishti,1,seed,
281372,2025-12-23,Vice President's Secretariat,Vice-President releases book ‘Sanatan Sanskriti Ki Atal Drishti’,Drishti,1,seed,
282373,2026-01-16,Ministry of Defence,150 years of Vande Mataram to be the theme of Republic Day Parade 2026 at Kartavya Path,Drishti,1,seed,
282589,2026-01-22,Ministry of Defence,Republic Day 2026: 17 tableaux of States/UTs & 13 of Ministries/ Departments/Services to roll down Kartavya Path,Drishti,1,seed,
282600,2026-01-22,Ministry of Information & Broadcasting,Ministry of I&B Tableau Showcases India's Storytelling Traditions and the Vision of WAVES,Drishti,1,seed,
282728,2026-01-25,Ministry of Defence,"77th Republic Day Parade: Kartavya Path set to unveil unique mix of 150 years of ‘Vande Mataram’ and the nation’s progress & military might, immersed in rich cultural diversity and Jan Bhagidari",Drishti,1,seed,
282771,2026-01-26,Ministry of Information & Broadcasting,MIB Tableau at Republic Day Parade Showcases India’s Storytelling Legacy and WAVES Vision,Drishti,1,seed,
283000,2026-01-29,Ministry of Earth Science,PARLIAMENT QUESTION: UPGRADATION IN OBSERVATION NETWORK,Drishti,1,seed,
283927,2026-02-11,Ministry of Earth Science,PARLIAMENT QUESTION: ACCURATE WEATHER FORECASTING,Drishti,1,seed,
285041,2026-02-28,Ministry of Science & Technology,Science leaders discuss efficient ways to convert research outcomes to real-world applications,Drishti,1,seed,
286267,2026-03-18,Ministry of Science & Technology,PARLIAMENT QUESTION: TECHNOLOGY TRANSLATION RESEARCH PARKS (TTRP),Drishti,1,seed,
286367,2026-03-19,Ministry of Culture,CONSERVATION OF MONUMENTS BY PRIVATE SECTOR - ADOPT A HERITAGE (AAH) 2.0,Drishti,1,seed,
286615,2026-03-23,Ministry of Science & Technology,"India’s largest pregnancy cohort study of 12,000 women to develop AI-driven solutions for preterm births: Dr. Jitendra Singh",Drishti,1,seed,
288502,2026-05-03,Prime Minister's Office,Prime Minister congratulates GalaxEye on the successful launch of Mission Drishti,Drishti,1,seed,
288510,2026-05-03,Ministry of Home Affairs,Union Home Minister and Minister of Cooperation Shri Amit Shah congratulates young scientists and engineers at GalaxEye for building Mission Drishti,Drishti,1,seed,
288853,2026-05-14,Ministry of Science & Technology,Union Minister Jitendra Singh dedicates 200 MW Solar Module Manufacturing Line of Central Electronics Limited to the Nation,Drishti,1,seed,
289328,2026-05-28,Ministry of Panchayati Raj,Ministry of Panchayati Raj conducts Training of Trainers Program under ‘Nirbhay Raho’ Initiative to strengthen Women’s Safety in Rural Areas,Drishti,1,seed,
290106,2026-06-16,Ministry of Defence,Advanced Surgical Eye Camp ‘Operation DRISHTI’ Commences in Jharkhand,Drishti,1,seed,
290253,2026-06-19,Ministry of Defence,Jharkhand’s Largest-Ever Mega Eye Surgical Camp Concludes Under Operation DRISHTI,Drishti,1,seed,
290275,2026-06-20,Ministry of Panchayati Raj,‘Nirbhay Chetna’ Rolled Out : To Sensitize Over 17.5 lakh Male Elected Representatives on Women Safety & Gender Equality Issues at the Grassroots,Drishti,1,seed,
292228,2026-07-29,Ministry of Panchayati Raj,Second Batch of Master Trainers trained under the Nirbhay Netri Initiative in New Delhi,Drishti,1,seed,
252478,2024-01-17,Ministry of Agriculture & Farmers Welfare,Ministry of Agriculture & Farmers Welfare is leveraging cutting-edge Artificial Intelligence (AI) technologies for the benefit of farmers and to increase overall productivity,IndiaAI,1,human,
253726,2024-02-14,Ministry of Electronics & IT,Ministry of Electronics & IT to hold first-ever Digital India futureSKILLS summit in Guwahati on Thursday,IndiaAI,1,human,
253798,2024-02-15,Ministry of Electronics & IT,First-ever Digital India future SKILLS Summit inaugurated in Guwahati alongside leaders from Industry & academia,IndiaAI,1,human,
253986,2024-02-21,Ministry of Electronics & IT,"iCreate, Microsoft and MeitY Join Hands to Transform & Boost Indian Startups in AI",IndiaAI,1,human,
254635,2024-03-07,Cabinet,Cabinet Approves Ambitious IndiaAI Mission to Strengthen the AI Innovation Ecosystem,IndiaAI,1,human,
254636,2024-03-07,Ministry of Electronics & IT,Cabinet Approves Ambitious IndiaAI Mission to Strengthen the AI Innovation Ecosystem,IndiaAI,1,human,
254645,2024-03-07,Ministry of Electronics & IT,"Cabinet Approves Over Rs 10,300 Crore for IndiaAI Mission, will Empower AI Startups and Expand Compute Infrastructure Access",IndiaAI,1,human,
254674,2024-03-08,Prime Minister's Office,PM presents first-ever National Creators Award,IndiaAI,1,human,
255878,2024-06-05,Ministry of Electronics & IT,UNESCO and MeitY organise National Stakeholder Workshop on Ethics of AI,IndiaAI,1,human,
256570,2024-07-01,Ministry of Electronics & IT,"Global IndiaAI Summit 2024 being organized with a commitment to advance responsible development, deployment and adoption of AI in the country",IndiaAI,1,human,
256597,2024-07-02,Ministry of Electronics & IT,Shri Ashwini Vaishnaw to inaugurate the Global IndiaAI Summit 2024,IndiaAI,1,human,
256640,2024-07-03,Ministry of Electronics & IT,Two days’ Global INDIAai Summit 2024 kickstarted today at New Delhi,IndiaAI,1,human,
256667,2024-07-04,Ministry of Electronics & IT,Two days’ Global INDIAai Summit 2024 concludes,IndiaAI,1,human,
257127,2024-07-22,Ministry of Finance,"ADOPTING BUILDING INFORMATION MODELLING (BIM) TO REDUCE PROJECT DELAYS, CONSTRUCTION COSTS AND SYSTEMIC INEFFICIENCIES: ECONOMIC SURVEY 2023-24",IndiaAI,1,human,
260039,2024-09-20,Ministry of Electronics & IT,IndiaAI Innovation Challenge launched to foster impactful AI Solutions inviting applications to build AI Solutions for critical sectors,IndiaAI,1,human,
260231,2024-09-24,Ministry of Electronics & IT,"India AI Fellowship For B.Tech, M.Tech & PhD scholars",IndiaAI,1,human,
261240,2024-10-16,Ministry of Electronics & IT,India Commits to Safe and Trusted AI with New EoI initiative,IndiaAI,1,human,
261628,2024-10-25,Ministry of Electronics & IT,"IndiaAI at MeitY & Meta collaborates to advance Open Source AI Innovation, R&D and Skill Development in India",IndiaAI,1,human,
261655,2024-10-26,Ministry of Electronics & IT,AI for Citizen Safety: Join the IndiaAI CyberGuard AI Hackathon,IndiaAI,1,human,
261774,2024-10-29,Office of Principal Scientific Advisor to GoI,PSA Prof. Ajay Sood Visits Military College of Telecommunication Engineering (MCTE) and Army War College (AWC) to assess the ongoing Research & Development (R&D) efforts and technology infusion for the Indian Army,IndiaAI,1,human,
262386,2024-11-16,Ministry of Electronics & IT,"UNESCO and the Ministry of Electronics and Information Technology, Host Multi-Stakeholder Consultation on Safety and Ethics in Artificial Intelligence (AI)",IndiaAI,1,human,
262879,2024-11-27,Ministry of Science & Technology,PARLIAMENT QUESTION: National Data Sharing and Accessibility Policy,IndiaAI,1,human,
263183,2024-12-03,Ministry of Electronics & IT,Democratising access to AI Infrastructure,IndiaAI,1,human,
263353,2024-12-04,Ministry of Electronics & IT,6.39 crore individuals trained under Pradhan Mantri Gramin Digital Saksharta Abhiyan (PMGDISHA) exceeding the target of 6 crore,IndiaAI,1,human,
264322,2024-12-20,Ministry of Statistics & Programme Implementation,"2nd round of Sensitization cum review meeting of Statistical Advisers in Central Ministries/Departments to be held on 23rd December, 2024 in New Delhi",IndiaAI,1,human,
264358,2024-12-20,Ministry of Electronics & IT,"Opportunity for Indian Academic and R&D Institutes, Startups, Autonomous bodies & Companies to explore the potential of AI in addressing critical challenges",IndiaAI,1,human,
264446,2024-12-23,Ministry of Electronics & IT,"Ministry of Electronics and Information Technology hosts conference of IT secretaries of States and UTs to advance digital transformation, bridge the digital divide and strengthen cybersecurity",IndiaAI,1,human,
264570,2024-12-27,Ministry of Electronics & IT,Year End Review 2024 of Ministry of Electronics & Information Technology Part-1,IndiaAI,1,human,
265598,2024-12-31,Ministry of Electronics & IT,Year End Review 2024 of Ministry of Electronics & Information Technology Part-2,IndiaAI,1,human,
265881,2025-01-08,Ministry of Electronics & IT,IndiaAI and Microsoft join hands to harness Artificial Intelligence’s potential for inclusive development and economic transformation,IndiaAI,1,human,
266346,2025-01-21,Ministry of Electronics & IT,UNESCO and Ministry of Electronics and Information Technology (MeitY) host stakeholder consultation on AI Readiness Assessment Methodology (RAM) in India,IndiaAI,1,human,
266347,2025-01-21,Ministry of Electronics & IT,"IndiaAI shortlists 20 top teams for CyberGuard Hackathon, representing leading universities and tech firms",IndiaAI,1,human,
266597,2025-01-27,Office of Principal Scientific Advisor to GoI,"Office of PSA, IISc and MEA organise Technology Dialogue 2025 to Explore New Frontiers in Technology Diplomacy on 24th and 25th January 2025",IndiaAI,1,human,
266696,2025-01-30,Ministry of Electronics & IT,"With robust and high end Common computing facility in place, India all set to launch its own safe & secure indigenous AI model at affordable cost soon: Shri Ashwini Vaishnaw",IndiaAI,1,human,
266932,2025-02-04,Ministry of Information & Broadcasting,WAVES 2025 to unveil AI-powered solutions for combating misinformation in live broadcasting,IndiaAI,1,human,
266933,2025-02-04,Ministry of Electronics & IT,WAVES 2025 to unveil AI-powered solutions for combating misinformation in live broadcasting,IndiaAI,1,human,
267287,2025-02-11,Office of Principal Scientific Advisor to GoI,"Second India-France AI Policy Roundtable held on the sidelines of AI Action Summit 2025 in Paris, France",IndiaAI,1,human,
268218,2025-03-06,Ministry of Electronics & IT,India’s AI Revolution,IndiaAI,1,human,
268241,2025-03-06,Ministry of Electronics & IT,"MeitY launches AIKosha, a secured platform that provides a repository of datasets, models and use cases to enable AI innovation. It also features AI sandbox capabilities through an integrated development environment along with tools and tutorials.",IndiaAI,1,human,
268247,2025-03-06,Ministry of Electronics & IT,"MeitY launches AIKosha, a secured platform that provides a repository of datasets, models and use cases to enable AI innovation. It also features AI sandbox capabilities through an integrated development environment along with tools and tutorials.",IndiaAI,1,human,
268250,2025-03-07,Ministry of Information & Broadcasting,TruthTell Hackathon,IndiaAI,1,human,
268806,2025-03-18,Ministry of Electronics & IT,"IndiaAI and the Geological Survey of India (GSI), Ministry of Mines, launched the IndiaAI Hackathon to revolutionize AI-driven mineral targeting",IndiaAI,1,human,
268900,2025-03-19,Ministry of Electronics & IT,Government of India Expands AI-Driven Skilling,IndiaAI,1,human,
269484,2025-03-28,Ministry of Electronics & IT,Government of India Supporting Photonic Chip Research for Next Gen Computing,IndiaAI,1,human,
270013,2025-04-07,Ministry of Information & Broadcasting,Top 5 Winners of TruthTell Hackathon Announced Ahead of Upcoming WAVES Summit 2025,IndiaAI,1,human,
270093,2025-04-09,"Ministry of Consumer Affairs, Food & Public Distribution",Bureau of Indian Standards hosts 15th Plenary meeting of Technical Committee of International Organisation for Standardisation (ISO) and International Electrotechnical Commission (IEC),IndiaAI,1,human,
271126,2025-05-20,Ministry of Electronics & IT,"Himachal Pradesh Government in collaboration with the National e-Governance Division (NeGD), MeitY conducted a state-level workshop titled “AI for Good Governance: Driving Transparency, Efficiency, and Impact”",IndiaAI,1,human,
271194,2025-05-23,Ministry of Commerce & Industry,India calls for dismantling of export controls among BRICS members at 15th BRICS Trade Ministers’ Meeting,IndiaAI,1,human,
271375,2025-05-28,Ministry of Human Resource Development,Shri Dharmendra Pradhan delivers valedictory address at ‘PadhAI: Conclave on AI in Education,IndiaAI,1,human,
271405,2025-05-29,Ministry of Electronics & IT,10 Cutting-Edge Indian Startups Selected for Prestigious AI Accelerator Programme in Paris,IndiaAI,1,human,
271465,2025-05-30,Ministry of Electronics & IT,"India’s Common Compute Capacity Crosses 34,000 GPUs",IndiaAI,1,human,
271669,2025-06-06,Ministry of Electronics & IT,UNESCO and MeitY Host the 5th Stakeholder Consultation on AI Readiness Assessment Methodology (RAM) in India,IndiaAI,1,human,
272784,2025-07-13,Ministry of Railways,Railways to Install CCTV Cameras in Coaches to Enhance Passenger Safety,IndiaAI,1,human,
273399,2025-07-25,Ministry of Electronics & IT,"India’s AI Strategy Aims to Democratise Technology, Address Local Challenges, Generate Employment, and Position Nation as Global AI Leader",IndiaAI,1,human,
273700,2025-07-30,Ministry of Electronics & IT,"India to host AI Impact Summit in February 2026, focusing on democratizing AI to solve real-world challenges across sectors",IndiaAI,1,human,
274040,2025-08-04,Ministry of Defence,"GEN UPENDRA DWIVEDI, CHIEF OF THE ARMY STAFF INAUGURATES ‘AGNISHODH’ RESEARCH CELL AT IIT MADRAS TO BOOST SELF-RELIANCE IN DEFENCE TECHNOLOGY",IndiaAI,1,human,
274434,2025-08-08,Ministry of Electronics & IT,"India’s AI Strategy to Democratise the Use of Technology, Address India-Centric Challenges, and Create Economic and Employment Opportunities for All: Union Minister Ashwini Vaishnaw",IndiaAI,1,human,
274435,2025-08-08,Ministry of Electronics & IT,"IndiaAI and National Cancer Grid Launch CATCH Grant Program to Support AI Innovations in Cancer Screening, Diagnosis, and Treatment",IndiaAI,1,human,
275519,2025-09-01,Ministry of Communications,"""Regulation is not a fence to restrict—it is a garden to be nurtured"": India Calls for Global Shift in Digital Governance at GSR 2025",IndiaAI,1,human,
275521,2025-09-01,Ministry of Communications,"""Regulation is not a fence to restrict—it is a garden to be nurtured"": India Calls for Global Shift in Digital Governance at GSR 2025",IndiaAI,1,human,
275643,2025-09-04,Ministry of Electronics & IT,"Fair, Secure and Efficient AI-driven Solutions in Health Sectors Solidifies India's Position as a Pioneer in the Responsible Application of AI in Healthcare",IndiaAI,1,human,
276199,2025-09-18,Ministry of Electronics & IT,Government of India Unveils the Logo and Key Flagship Initiatives for the India-AI Impact Summit 2026,IndiaAI,1,human,
276377,2025-09-22,Office of Principal Scientific Advisor to GoI,"2025 edition of Chief Science Advisers’ Roundtable (CSAR) concludes with a successful adoption of the outcome document on “Equity-Based Science, Technology and Innovation for Inclusive Human Development and Global Sustainability”",IndiaAI,1,human,
277153,2025-10-07,Ministry of Electronics & IT,"IndiaAI Scales Up Safe AI Efforts with Cutting-Edge Solutions for Deepfake Detection, Bias Mitigation and AI Penetration Testing",IndiaAI,1,human,
277165,2025-10-07,Ministry of Electronics & IT,"Global South Researchers Urged to Submit Posters for ‘Research Symposium on AI and Its Impact’, to be Held Alongside India-AI Impact Summit 2026",IndiaAI,1,human,
277279,2025-10-09,Ministry of Communications,India Innovates to Empower - Using AI to Save Lives and Secure Citizens: Union Minister of State for Communications Dr. Pemmasani Chandra Sekhar,IndiaAI,1,human,
277338,2025-10-10,Ministry of Communications,Department of Telecommunications (DoT) and International Telecommunication Union (ITU) Host ‘AI for Good Summit’ at India Mobile Congress (IMC) 2025 in New Delhi,IndiaAI,1,human,
277370,2025-10-10,Ministry of Electronics & IT,"India Accelerates AI Self-Reliance: 12 Companies Developing Foundation Models Using 38,000 GPUs at ?65/Hour; National Large Language Model Slated for Launch by End-2025",IndiaAI,1,human,
277379,2025-10-11,Prime Minister's Office,Prime Minister meets President and CEO of Qualcomm; discusses India’s strides in AI innovation and skilling,IndiaAI,1,human,
277419,2025-10-12,PIB Headquarters,Transforming India with AI,IndiaAI,1,human,
277434,2025-10-13,Ministry of Electronics & IT,"Government of India invites applications for three Global Impact Challenges under India-AI Impact Summit 2026 with Total Prize Pool of ?5.85 Crore; Applications Open Till October 31, 2025",IndiaAI,1,human,
277508,2025-10-14,Ministry of Electronics & IT,IndiaAI Launches Face Authentication Challenge to Boost Transparency and Integrity in Public Examinations with ?2.5 Crore Prize Pool ; Applications open till 25th October 2025,IndiaAI,1,human,
277706,2025-10-18,Ministry of Electronics & IT,IndiaAI and WHO Partner to Spotlight Real-World AI Health Breakthroughs; Call for Submission of Abstracts highlighting impactful and scalable applications of Artificial Intelligence (AI) in health systems by 31st October 2025 to prepare Casebook,IndiaAI,1,human,
277900,2025-10-25,PIB Headquarters,"22 Languages, Digitally Reimagined",IndiaAI,1,human,
278375,2025-11-04,PIB Headquarters,India’s Leap in Research and Innovation,IndiaAI,1,human,
278409,2025-11-05,Ministry of Electronics & IT,"AI Is a Horizontal, Cross-Cutting Technology That Can Transform Lives and Accelerate India’s Progress towards Viksit Bharat 2047: Shri S Krishnan, Secretary, Meity",IndiaAI,1,human,
278410,2025-11-05,Ministry of Electronics & IT,"MeitY Unveils India AI Governance Guidelines under IndiaAI Mission to Ensure Safe, Inclusive, and Responsible Adoption of Artificial Intelligence across Sectors",IndiaAI,1,human,
278703,2025-11-12,Ministry of Electronics & IT,"Hurry Up! Innovators, Researchers and Entrepreneurs Invited to Showcase AI-Driven Energy Solutions to a Global Audience; Submit Abstracts by 21 November 2025 for Upcoming Casebook",IndiaAI,1,human,
278823,2025-11-15,Ministry of Electronics & IT,Union Minister of State Shri Jitin Prasada Inaugurates the MeitY’s Pavilion at the 44th India International Trade Fair (IITF 2025),IndiaAI,1,human,
278842,2025-11-15,Ministry of Electronics & IT,"Union Minister of State Jitin Prasada Inaugurates Digital India Pavilion at the 44th India International Trade Fair (IITF), Showcasing India’s Digital Transformation Journey",IndiaAI,1,human,
278961,2025-11-18,Ministry of Electronics & IT,Government of India launches ‘YUVA AI for ALL’ - a free national course to help everyone understand Artificial Intelligence,IndiaAI,1,human,
278974,2025-11-18,Ministry of Electronics & IT,"Shri Jitin Prasada Addresses AI Impact Festival, Sets Momentum for India AI Impact Summit 2026",IndiaAI,1,human,
279139,2025-11-22,Ministry of Electronics & IT,"Day 3 of Regional Open Digital Health Summit 2025 highlights need for sustainable financing, regional Collaboration, and AI-enabled governance",IndiaAI,1,human,
279583,2025-12-01,Ministry of Electronics & IT,IndiaAI and UN Women Issue Global Call for Abstracts on Gender-Transformative AI Solutions,IndiaAI,1,human,
279739,2025-12-03,Prime Minister's Office,"Principal Secretary to the Prime Minister, Dr P.K. Mishra, Addresses Centenary Foundation Week of IIT (ISM) Dhanbad",IndiaAI,1,human,
280059,2025-12-05,Ministry of Electronics & IT,Conference on “Harnessing AI and Digital Public Infrastructure (DPI) for Viksit Bharat”,IndiaAI,1,human,
280182,2025-12-08,Ministry of Science & Technology,Industry Leaders Laud Prime Minister’s Vision for AI-Driven Viksit Bharat at IISF 2025,IndiaAI,1,human,
280216,2025-12-09,Ministry of Electronics & IT,IIT Madras and IndiaAI Mission to Host Global Conclave on Safe & Trusted AI Ahead of India - AI Impact Summit 2026,IndiaAI,1,human,
280439,2025-12-11,Ministry of Electronics & IT,IndiaAI Mission and Government of Gujarat hosting the Regional Conclave on AI for Good Governance ahead of India–AI Impact Summit 2026,IndiaAI,1,human,
280506,2025-12-11,Ministry of Electronics & IT,"IndiaAI Mission, Central Square Foundation and EkStep Foundation Invite Global Submissions for Casebook on Real-World Impact of AI in Education",IndiaAI,1,human,
280542,2025-12-11,Ministry of Electronics & IT,IndiaAI Mission and Government of Gujarat Advance National Push for Scalable & Inclusive AI Ahead of India–AI Impact Summit 2026,IndiaAI,1,human,
280663,2025-12-13,Ministry of Electronics & IT,CERT-In hosts visiting foreign journalists for an interaction on India's cybersecurity framework,IndiaAI,1,human,
280890,2025-12-16,Ministry of Science & Technology,Achievements of Department of Biotechnology- Year Ender 2025,IndiaAI,1,human,
280911,2025-12-16,Ministry of Electronics & IT,"IndiaAI Mission, Government of Maharashtra’s AI and Agritech Innovation Center, supported by the World Bank and Wadhwani AI Invite Global Submissions for Compendium on the Real-World Impact of AI in Agriculture",IndiaAI,1,human,
280979,2025-12-17,Ministry of Electronics & IT,"Shri Jitin Prasada, Union Minister of State delivers the national statement at the High-level Meeting of the United Nations General Assembly on the overall review of the implementation of the outcomes of the World Summit on the Information Society (WSIS+20) in New York",IndiaAI,1,human,
281251,2025-12-19,Ministry of Electronics & IT,"India leading the world in AI talent acquisition, among top countries in AI skill penetration",IndiaAI,1,human,
281426,2025-12-24,Ministry of Skill Development and Entrepreneurship,"Union Minister Shri Jayant Chaudhary Chairs strategic meeting on AI Skills at Kaushal Bhawan, New Delhi",IndiaAI,1,human,
281632,2025-12-29,Ministry of Electronics & IT,"India AI Impact Summit 2026 to focus on ‘Democratizing AI, Bridging the AI Divide’",IndiaAI,1,human,
281654,2025-12-30,PIB Headquarters,Transforming India with AI,IndiaAI,1,human,
281715,2025-12-31,"Ministry of Consumer Affairs, Food & Public Distribution",Department of Food & Public Distribution: YEAR END REVIEW - 2025,IndiaAI,1,human,
281752,2026-01-01,Ministry of Skill Development and Entrepreneurship,The President of India Smt. Droupadi Murmu confers AI Certificates; calls for inclusive and future-ready AI ecosystem,IndiaAI,1,human,
281840,2026-01-04,Ministry of Electronics & IT,Guwahati to Host Human Capital Working Group Meeting Ahead of India AI Impact Summit 2026,IndiaAI,1,human,
281881,2026-01-05,Ministry of Electronics & IT,"Ministry of Electronics and Information Technology (MeitY), IndiaAI, Government of Assam and IIT Guwahati Host Human Capital Working Group Meeting",IndiaAI,1,human,
281902,2026-01-06,Ministry of Electronics & IT,"Ministry of Electronics and Information Technology (MeitY), IndiaAI, Government of Assam and IIT Guwahati Conclude Day 2 of Human Capital Working Group Meeting",IndiaAI,1,human,
281931,2026-01-07,Ministry of Electronics & IT,"Rajasthan Hosts Regional AI Impact Conference, Advancing India’s Vision for Inclusive and Responsible AI",IndiaAI,1,human,
282040,2026-01-08,Ministry of Electronics & IT,"Conclave on AI for Science Sets the Agenda for Open, Equitable, and Impact-Driven Research Ahead of India AI Impact Summit 2026",IndiaAI,1,human,
282108,2026-01-11,Ministry of Electronics & IT,"IndiaAI, MeitY & Government of Uttar Pradesh Set to Host Regional AI Impact Conference in Lucknow",IndiaAI,1,human,
